STATION;Annee;EAQI_GLOBAL;POLLUANT;SIGLE POLLUANT;Mean-HourCalculation;Unit;EAQI_Index
PT02017;2008;;Benzene (air);C6H6;0,215;µg/m3;
ES1276A;2002;;Nitrogen monoxide (air);NO;8,43;µg/m3;
ES1615A;2008;;Nitrogen monoxide (air);NO;8,401;µg/m3;
FR11002;2004;;Nitrogen oxides (air);NOX;54,615;µg NO2/m3;
ES1432A;2002;;Total suspended particulates (aerosol);SPM;31,208;µg/m3;
ES0120A;2012;;Nitrogen oxides (air);NOX;87,631;µg NO2/m3;
ES1863A;2010;;Nitrogen oxides (air);NOX;13,982;µg NO2/m3;
ES0296A;2006;;Nitrogen monoxide (air);NO;1,84;µg/m3;
PT05009;2007;;Nitrogen oxides (air);NOX;55,057;µg NO2/m3;
ES1296A;2001;;Nitrogen monoxide (air);NO;24,772;µg/m3;
ES1418A;2009;;Carbon monoxide (air);CO;0,183;mg/m3;
FR20003;2012;;Carbon monoxide (air);CO;0,425;mg/m3;
ES1424A;2006;;Carbon monoxide (air);CO;0,462;mg/m3;
FR10002;2009;;Carbon monoxide (air);CO;0,292;mg/m3;
ES1535A;2009;;Carbon monoxide (air);CO;0,223;mg/m3;
ES1635A;2012;;Benzene (air);C6H6;1,082;µg/m3;
ES0824A;2011;;Nitrogen monoxide (air);NO;7,648;µg/m3;
ES1378A;2005;;Nitrogen oxides (air);NOX;40,386;µg NO2/m3;
ES1499A;2010;;Nitrogen oxides (air);NOX;56,526;µg NO2/m3;
ES1529A;2009;;Nitrogen monoxide (air);NO;5,636;µg/m3;
ES1955A;2009;;Nitrogen oxides (air);NOX;17,301;µg NO2/m3;
ES1359A;2009;;Nitrogen monoxide (air);NO;1,129;µg/m3;
ES1687A;2012;;Carbon monoxide (air);CO;0,111;mg/m3;
ES1435A;2010;;Nitrogen monoxide (air);NO;3,777;µg/m3;
ES1670A;2011;;Nitrogen monoxide (air);NO;1,428;µg/m3;
ES1591A;2012;;Nitrogen oxides (air);NOX;53,503;µg NO2/m3;
FR09014;2012;;Nitrogen oxides (air);NOX;41,258;µg NO2/m3;
PT01049;2010;;Nitrogen oxides (air);NOX;84,119;µg NO2/m3;
ES1240A;2007;;Nitrogen oxides (air);NOX;101,425;µg NO2/m3;
ES1185A;1997;;Total suspended particulates (aerosol);SPM;68,164;µg/m3;
ES0818A;2001;;Nitrogen monoxide (air);NO;43,151;µg/m3;
ES1358A;1999;;Carbon monoxide (air);CO;1,035;mg/m3;
PT01040;2006;;Nitrogen monoxide (air);NO;14,526;µg/m3;
FR19014;2004;;Carbon monoxide (air);CO;0,507;mg/m3;
ES1633A;2012;;Carbon monoxide (air);CO;0,289;mg/m3;
ES1609A;2006;;Nitrogen oxides (air);NOX;80,873;µg NO2/m3;
ES1883A;2008;;Nitrogen monoxide (air);NO;0,672;µg/m3;
FR02022;2012;;Nitrogen oxides (air);NOX;29,837;µg NO2/m3;
ES0358A;2002;;Nitrogen oxides (air);NOX;54,614;µg NO2/m3;
FR11019;2004;;Nitrogen monoxide (air);NO;28,043;µg/m3;
ES1753A;2012;;Carbon monoxide (air);CO;0,555;mg/m3;
ES1746A;2010;;Nitrogen monoxide (air);NO;9,095;µg/m3;
ES1433A;2010;;Carbon monoxide (air);CO;0,417;mg/m3;
ES1670A;2007;;Nitrogen oxides (air);NOX;12,706;µg NO2/m3;
ES1163A;2008;;Toluene (air);C6H5-CH3;0,472;µg/m3;
ES1244A;2012;;Nitrogen monoxide (air);NO;16,348;µg/m3;
ES1661A;2006;;Nitrogen monoxide (air);NO;3,598;µg/m3;
ES0789A;2003;;Nitrogen monoxide (air);NO;4,465;µg/m3;
FR08004;2006;;Carbon monoxide (air);CO;0,606;mg/m3;
ES1195A;1999;;Carbon monoxide (air);CO;1,137;mg/m3;
ES1901A;2012;;Nitrogen oxides (air);NOX;33,952;µg NO2/m3;
ES0201A;2006;;Nitrogen oxides (air);NOX;9,817;µg NO2/m3;
ES1831A;2010;;Nitrogen monoxide (air);NO;2,308;µg/m3;
FR01018;2011;;Nitrogen oxides (air);NOX;29,053;µg NO2/m3;
ES1437A;2001;;Nitrogen oxides (air);NOX;12,056;µg NO2/m3;
ES0825A;2009;;Nitrogen oxides (air);NOX;34,397;µg NO2/m3;
ES1370A;2008;;Nitrogen oxides (air);NOX;35,372;µg NO2/m3;
FR31014;2012;;Nitrogen oxides (air);NOX;22,959;µg NO2/m3;
FR17002;2004;;Nitrogen monoxide (air);NO;29,104;µg/m3;
ES0805A;2002;;Nitrogen monoxide (air);NO;16,947;µg/m3;
ES0070A;2004;;Nitrogen monoxide (air);NO;0,95;µg/m3;
ES1569A;2011;;Nitrogen oxides (air);NOX;14,999;µg NO2/m3;
PT03095;2009;;Nitrogen oxides (air);NOX;40,684;µg NO2/m3;
ES1818A;2010;;Carbon monoxide (air);CO;0,25;mg/m3;
FR34018;2012;;Nitrogen monoxide (air);NO;4,275;µg/m3;
FR32006;2012;;Nitrogen monoxide (air);NO;7,931;µg/m3;
ES1927A;2011;;Nitrogen monoxide (air);NO;7,872;µg/m3;
ES0373A;2008;;Nitrogen oxides (air);NOX;40,527;µg NO2/m3;
ES1435A;2002;;Total suspended particulates (aerosol);SPM;21,164;µg/m3;
ES1472A;2009;;Nitrogen oxides (air);NOX;45,652;µg NO2/m3;
ES1536A;2011;;Nitrogen monoxide (air);NO;8,648;µg/m3;
ES1756A;2008;;Nitrogen monoxide (air);NO;17,085;µg/m3;
ES1544A;2005;;Nitrogen oxides (air);NOX;40,499;µg NO2/m3;
FR03029;2012;;Nitrogen oxides (air);NOX;49,186;µg NO2/m3;
PT03070;2010;;Nitrogen oxides (air);NOX;33,415;µg NO2/m3;
ES1417A;2009;;Nitrogen monoxide (air);NO;4,988;µg/m3;
ES1442A;2003;;Carbon monoxide (air);CO;0,471;mg/m3;
ES0633A;2005;;Nitrogen oxides (air);NOX;35,291;µg NO2/m3;
ES0817A;2011;;Benzene (air);C6H6;0,804;µg/m3;
ES1612A;2008;;Nitrogen monoxide (air);NO;15,9;µg/m3;
ES1563A;2004;;Carbon monoxide (air);CO;0,927;mg/m3;
ES1135A;2000;;Carbon monoxide (air);CO;0,696;mg/m3;
ES1883A;2008;;Nitrogen oxides (air);NOX;3,865;µg NO2/m3;
ES1832A;2008;;Nitrogen monoxide (air);NO;10,185;µg/m3;
ES0116A;2006;;Methane (air);CH4;0,227;µg/m3;
FR22004;2012;;Nitrogen oxides (air);NOX;49,842;µg NO2/m3;
ES1437A;2003;;Nitrogen oxides (air);NOX;9,422;µg NO2/m3;
ES1280A;2000;;Nitrogen monoxide (air);NO;35,02;µg/m3;
ES1901A;2012;;Carbon monoxide (air);CO;0,401;mg/m3;
ES1624A;2005;;Nitrogen oxides (air);NOX;27,359;µg NO2/m3;
FR34042;2012;;Nitrogen monoxide (air);NO;4,949;µg/m3;
ES0123A;2008;;Carbon monoxide (air);CO;0,39;mg/m3;
ES0879A;2011;;m,p-Xylene (air);m,p-C6H4(CH3)2;0,608;µg/m3;
ES1351A;2003;;Nitrogen oxides (air);NOX;56,843;µg NO2/m3;
FR10031;2012;;Nitrogen monoxide (air);NO;11,203;µg/m3;
ES1615A;2008;;Toluene (air);C6H5-CH3;1,885;µg/m3;
ES1612A;2003;;Carbon monoxide (air);CO;0,27;mg/m3;
ES1857A;2010;;Nitrogen monoxide (air);NO;4,879;µg/m3;
ES1358A;2008;;Nitrogen monoxide (air);NO;18,492;µg/m3;
ES1746A;2009;;Carbon monoxide (air);CO;0,564;mg/m3;
FR24003;1999;;Carbon monoxide (air);CO;2,056;mg/m3;
FR07013;2011;;Nitrogen monoxide (air);NO;3,115;µg/m3;
ES1367A;2006;;Nitrogen monoxide (air);NO;8,669;µg/m3;
ES0712A;2003;;Total suspended particulates (aerosol);SPM;46,579;µg/m3;
ES0118A;2007;;Ethyl benzene (air);C6H5-C2H5;1,134;µg/m3;
ES0110A;2010;;Nitrogen oxides (air);NOX;58,041;µg NO2/m3;
ES1709A;2012;;Nitrogen oxides (air);NOX;18,953;µg NO2/m3;
ES1365A;2003;;Carbon monoxide (air);CO;0,285;mg/m3;
ES1745A;2012;;Nitrogen monoxide (air);NO;3,796;µg/m3;
ES1225A;2010;;Nitrogen monoxide (air);NO;12,512;µg/m3;
ES0824A;2011;;Nitrogen oxides (air);NOX;31,694;µg NO2/m3;
ES1967A;2011;;Toluene (air);C6H5-CH3;0,749;µg/m3;
ES0693A;2002;;Carbon monoxide (air);CO;0,533;mg/m3;
ES1834A;2008;;Nitrogen monoxide (air);NO;15,257;µg/m3;
ES1365A;2012;;Carbon monoxide (air);CO;0,201;mg/m3;
ES1126A;2002;;Nitrogen monoxide (air);NO;48,433;µg/m3;
ES1560A;2008;;Benzene (air);C6H6;0,249;µg/m3;
ES1617A;2007;;Nitrogen oxides (air);NOX;30,815;µg NO2/m3;
FR35003;2012;;Nitrogen oxides (air);NOX;28,339;µg NO2/m3;
PT01046;2006;;Nitrogen monoxide (air);NO;32,96;µg/m3;
ES1804A;2010;;Toluene (air);C6H5-CH3;2,2;µg/m3;
ES1424A;1998;;Carbon monoxide (air);CO;1,235;mg/m3;
ES1864A;2010;;Nitrogen oxides (air);NOX;14,542;µg NO2/m3;
ES1660A;2010;;Nitrogen oxides (air);NOX;5,306;µg NO2/m3;
ES1489A;2006;;Carbon monoxide (air);CO;0,18;mg/m3;
FR08715;2000;;Carbon monoxide (air);CO;0,772;mg/m3;
ES1568A;2008;;Carbon monoxide (air);CO;0,403;mg/m3;
FR10023;2004;;Nitrogen monoxide (air);NO;17,364;µg/m3;
ES1490A;2002;;Carbon monoxide (air);CO;0,658;mg/m3;
ES0752A;2007;;Benzene (air);C6H6;0,737;µg/m3;
ES1580A;2005;;Carbon monoxide (air);CO;0,6;mg/m3;
PT03063;2005;;Nitrogen oxides (air);NOX;44,002;µg NO2/m3;
ES1181A;2009;;Nitrogen monoxide (air);NO;13,241;µg/m3;
ES1432A;2006;;Nitrogen oxides (air);NOX;45,199;µg NO2/m3;
ES1912A;2009;;Carbon monoxide (air);CO;0,258;mg/m3;
FR38009;2004;;Nitrogen monoxide (air);NO;2,465;µg/m3;
ES1617A;2012;;Nitrogen monoxide (air);NO;3,06;µg/m3;
ES1696A;2008;;Carbon monoxide (air);CO;0,05;mg/m3;
ES1591A;2009;;Nitrogen monoxide (air);NO;21,988;µg/m3;
ES1802A;2012;;Methane (air);CH4;1,168;µg/m3;
ES1939A;2011;;Nitrogen monoxide (air);NO;16,295;µg/m3;
ES0316A;2004;;Nitrogen monoxide (air);NO;2,384;µg/m3;
ES1433A;2012;;Carbon monoxide (air);CO;0,285;mg/m3;
PT03095;2009;;Nitrogen monoxide (air);NO;10,643;µg/m3;
ES1177A;2002;;Nitrogen oxides (air);NOX;67,819;µg NO2/m3;
ES0695A;2011;;Nitrogen monoxide (air);NO;13,984;µg/m3;
ES1535A;2002;;Nitrogen monoxide (air);NO;7,862;µg/m3;
ES1927A;2012;;Nitrogen monoxide (air);NO;7,402;µg/m3;
ES1637A;2010;;Nitrogen oxides (air);NOX;35,431;µg NO2/m3;
ES1279A;2010;;Carbon monoxide (air);CO;0,273;mg/m3;
FR16056;2003;;Carbon monoxide (air);CO;0,544;mg/m3;
ES1453A;2011;;Nitrogen oxides (air);NOX;65,955;µg NO2/m3;
ES1810A;2007;;Nitrogen monoxide (air);NO;2,493;µg/m3;
PT03074;2007;;Nitrogen oxides (air);NOX;115,331;µg NO2/m3;
PT03075;2002;;Nitrogen oxides (air);NOX;190,46;µg NO2/m3;
ES1372A;2003;;Nitrogen oxides (air);NOX;109,433;µg NO2/m3;
ES1178A;2001;;Carbon monoxide (air);CO;0,971;mg/m3;
ES1645A;2011;;Nitrogen oxides (air);NOX;72,258;µg NO2/m3;
PT03074;2005;;Nitrogen oxides (air);NOX;154,886;µg NO2/m3;
FR02016;2012;;Nitrogen oxides (air);NOX;27,044;µg NO2/m3;
ES1258A;2002;;Nitrogen monoxide (air);NO;7,893;µg/m3;
ES1051A;2001;;Carbon monoxide (air);CO;0,555;mg/m3;
ES1238A;2000;;Carbon monoxide (air);CO;1,179;mg/m3;
ES0788A;2004;;Nitrogen monoxide (air);NO;9,658;µg/m3;
ES1491A;2001;;Total suspended particulates (aerosol);SPM;19,652;µg/m3;
ES1799A;2008;;Benzene (air);C6H6;1,879;µg/m3;
ES1278A;2001;;Nitrogen oxides (air);NOX;47,252;µg NO2/m3;
ES1536A;2012;;Nitrogen oxides (air);NOX;32,045;µg NO2/m3;
PT01024;2009;;Nitrogen oxides (air);NOX;48,78;µg NO2/m3;
FR22017;2004;;Nitrogen monoxide (air);NO;0,865;µg/m3;
ES1649A;2011;;Nitrogen oxides (air);NOX;11,18;µg NO2/m3;
ES1034A;2002;;Nitrogen oxides (air);NOX;18,785;µg NO2/m3;
FR03047;2004;;Nitrogen monoxide (air);NO;12,626;µg/m3;
ES1307A;2008;;Nitrogen oxides (air);NOX;33,928;µg NO2/m3;
ES1713A;2008;;Nitrogen monoxide (air);NO;16,585;µg/m3;
FR33120;2004;;Nitrogen monoxide (air);NO;22,593;µg/m3;
ES1451A;2010;;Nitrogen oxides (air);NOX;35,753;µg NO2/m3;
ES1279A;2012;;Carbon monoxide (air);CO;0,261;mg/m3;
ES1573A;2003;;Carbon monoxide (air);CO;0,775;mg/m3;
ES1479A;2010;;Carbon monoxide (air);CO;0,492;mg/m3;
ES1653A;2005;;Nitrogen monoxide (air);NO;9,23;µg/m3;
ES1938A;2012;;Nitrogen oxides (air);NOX;68,036;µg NO2/m3;
FR15006;2001;;Carbon monoxide (air);CO;1,115;mg/m3;
ES1832A;2009;;Nitrogen oxides (air);NOX;33,369;µg NO2/m3;
ES1822A;2007;;Nitrogen monoxide (air);NO;2,462;µg/m3;
FR10027;2011;;Nitrogen monoxide (air);NO;6,796;µg/m3;
FR18019;2011;;Nitrogen oxides (air);NOX;43,963;µg NO2/m3;
PT03075;1998;;Nitrogen monoxide (air);NO;67,456;µg/m3;
PT01034;2002;;Nitrogen oxides (air);NOX;47,325;µg NO2/m3;
ES0012R;2012;;Nitrogen monoxide (air);NO;0,116;µg/m3;
ES1609A;2004;;Nitrogen oxides (air);NOX;67,326;µg NO2/m3;
FR21001;2004;;Nitrogen oxides (air);NOX;37,844;µg NO2/m3;
ES1125A;2002;;Carbon monoxide (air);CO;0,618;mg/m3;
ES1802A;2008;;Carbon monoxide (air);CO;0,281;mg/m3;
ES1802A;2012;;Toluene (air);C6H5-CH3;0,365;µg/m3;
PT02018;2006;;Nitrogen oxides (air);NOX;10,31;µg NO2/m3;
ES1684A;2012;;Nitrogen oxides (air);NOX;48,408;µg NO2/m3;
ES1631A;2009;;Benzene (air);C6H6;0,156;µg/m3;
FR12025;2011;;Nitrogen monoxide (air);NO;5,673;µg/m3;
PT01041;2010;;Carbon monoxide (air);CO;0,571;mg/m3;
ES1567A;2006;;Carbon monoxide (air);CO;0,624;mg/m3;
ES1445A;2011;;Nitrogen oxides (air);NOX;33,597;µg NO2/m3;
ES1752A;2012;;Toluene (air);C6H5-CH3;3,296;µg/m3;
FR23070;2011;;Nitrogen oxides (air);NOX;9,697;µg NO2/m3;
ES1453A;2010;;Nitrogen monoxide (air);NO;16,79;µg/m3;
ES1489A;2008;;Nitrogen monoxide (air);NO;1,996;µg/m3;
ES1611A;2011;;Nitrogen oxides (air);NOX;26,995;µg NO2/m3;
ES1275A;1997;;Total volatile organic compounds (air);T-VOC;2118,792;µg/m3;
PT02006;2010;;Nitrogen monoxide (air);NO;19,83;µg/m3;
FR21040;2011;;Nitrogen oxides (air);NOX;18,692;µg NO2/m3;
FR04123;2012;;Nitrogen monoxide (air);NO;74,704;µg/m3;
ES0296A;2004;;Nitrogen oxides (air);NOX;9,588;µg NO2/m3;
ES1489A;2006;;Nitrogen oxides (air);NOX;10,63;µg NO2/m3;
ES1752A;2012;;Nitrogen monoxide (air);NO;13,049;µg/m3;
PT03100;2010;;Nitrogen monoxide (air);NO;34,951;µg/m3;
PT06005;2004;;Nitrogen oxides (air);NOX;16,541;µg NO2/m3;
PT03099;2010;;Nitrogen monoxide (air);NO;0,767;µg/m3;
ES1076A;2009;;Nitrogen monoxide (air);NO;5,181;µg/m3;
ES1566A;2004;;Nitrogen monoxide (air);NO;56,915;µg/m3;
PT01042;2007;;Nitrogen monoxide (air);NO;13,903;µg/m3;
ES1185A;2011;;Nitrogen monoxide (air);NO;8,728;µg/m3;
ES0825A;2012;;Carbon monoxide (air);CO;0,338;mg/m3;
ES1192A;2009;;Benzene (air);C6H6;0,752;µg/m3;
ES1120A;2001;;Nitrogen monoxide (air);NO;6,431;µg/m3;
ES1596A;2006;;Nitrogen oxides (air);NOX;53,362;µg NO2/m3;
ES1489A;2007;;Nitrogen oxides (air);NOX;12,075;µg NO2/m3;
ES0892A;2009;;Nitrogen monoxide (air);NO;9,957;µg/m3;
ES1164A;2005;;Carbon monoxide (air);CO;0,641;mg/m3;
FR12008;2011;;Nitrogen oxides (air);NOX;144,508;µg NO2/m3;
PT03070;2008;;Nitrogen monoxide (air);NO;6,409;µg/m3;
ES0115A;2010;;Nitrogen oxides (air);NOX;86,891;µg NO2/m3;
ES1135A;1999;;Carbon monoxide (air);CO;0,66;mg/m3;
ES1193A;2009;;Methane (air);CH4;0,202;µg/m3;
ES1353A;2010;;Benzene (air);C6H6;0,817;µg/m3;
FR20031;2004;;Nitrogen oxides (air);NOX;39,075;µg NO2/m3;
ES1762A;2012;;Nitrogen monoxide (air);NO;5,424;µg/m3;
ES1943A;2010;;Nitrogen oxides (air);NOX;113,298;µg NO2/m3;
FR12001;2002;;Carbon monoxide (air);CO;0,382;mg/m3;
ES1208A;2003;;Carbon monoxide (air);CO;0,512;mg/m3;
ES0624A;2007;;Nitrogen oxides (air);NOX;23,745;µg NO2/m3;
ES1439A;2012;;Nitrogen monoxide (air);NO;9,847;µg/m3;
ES1179A;1998;;Total suspended particulates (aerosol);SPM;77,921;µg/m3;
ES0874A;2006;;Nitrogen oxides (air);NOX;15,284;µg NO2/m3;
ES0120A;2011;;Nitrogen oxides (air);NOX;106,525;µg NO2/m3;
ES1595A;2002;;Nitrogen oxides (air);NOX;53,224;µg NO2/m3;
ES1563A;2009;;Nitrogen oxides (air);NOX;70,06;µg NO2/m3;
ES1339A;2004;;Nitrogen oxides (air);NOX;38,847;µg NO2/m3;
FR33202;2004;;Nitrogen monoxide (air);NO;12,745;µg/m3;
ES1638A;2009;;Nitrogen monoxide (air);NO;15,934;µg/m3;
ES0117A;2001;;Carbon monoxide (air);CO;1,006;mg/m3;
FR19021;2004;;Nitrogen oxides (air);NOX;20,803;µg NO2/m3;
ES0324A;2006;;Nitrogen oxides (air);NOX;8,013;µg NO2/m3;
FR16029;2011;;Nitrogen monoxide (air);NO;10,004;µg/m3;
ES1436A;1999;;Carbon monoxide (air);CO;0,631;mg/m3;
PT03101;2011;;Nitrogen oxides (air);NOX;35,111;µg NO2/m3;
ES1578A;2011;;Nitrogen oxides (air);NOX;25,203;µg NO2/m3;
ES1393A;2007;;Nitrogen oxides (air);NOX;68,324;µg NO2/m3;
PT01031;2009;;Nitrogen oxides (air);NOX;24,949;µg NO2/m3;
FR04118;2012;;Nitrogen oxides (air);NOX;218,54;µg NO2/m3;
ES0126A;2012;;Toluene (air);C6H5-CH3;2,265;µg/m3;
FR09009;1999;;Carbon monoxide (air);CO;0,672;mg/m3;
PT03085;2004;;Nitrogen oxides (air);NOX;41,075;µg NO2/m3;
PT03085;2008;;Nitrogen monoxide (air);NO;12,621;µg/m3;
FR20002;2001;;Carbon monoxide (air);CO;1,082;mg/m3;
ES1272A;2010;;m,p-Xylene (air);m,p-C6H4(CH3)2;1,012;µg/m3;
PT03082;2003;;Nitrogen oxides (air);NOX;75,641;µg NO2/m3;
PT02017;2003;;Carbon monoxide (air);CO;0,441;mg/m3;
ES0822A;2005;;Nitrogen oxides (air);NOX;35,05;µg NO2/m3;
PT03100;2011;;Nitrogen monoxide (air);NO;44,903;µg/m3;
ES1286A;2004;;Carbon monoxide (air);CO;1,133;mg/m3;
ES1353A;2012;;Benzene (air);C6H6;0,479;µg/m3;
ES0557A;2009;;Nitrogen oxides (air);NOX;27,166;µg NO2/m3;
FR30036;2012;;Nitrogen monoxide (air);NO;19,381;µg/m3;
ES1263A;2001;;Nitrogen oxides (air);NOX;79,55;µg NO2/m3;
ES1161A;2002;;Carbon monoxide (air);CO;1,137;mg/m3;
PT01045;2010;;Nitrogen monoxide (air);NO;6,832;µg/m3;
ES1370A;2005;;Nitrogen monoxide (air);NO;7,877;µg/m3;
FR26011;2004;;Nitrogen oxides (air);NOX;51,467;µg NO2/m3;
PT03071;1997;;Nitrogen oxides (air);NOX;67,403;µg NO2/m3;
ES0357A;2002;;Nitrogen monoxide (air);NO;3,329;µg/m3;
ES0892A;2006;;Nitrogen oxides (air);NOX;33,227;µg NO2/m3;
ES1120A;2005;;Nitrogen oxides (air);NOX;34,285;µg NO2/m3;
ES1312A;1997;;Total volatile organic compounds (air);T-VOC;1753,595;µg/m3;
FR15002;2004;;Nitrogen oxides (air);NOX;74,631;µg NO2/m3;
ES1614A;2005;;Nitrogen monoxide (air);NO;3,769;µg/m3;
ES0971A;2002;;Nitrogen oxides (air);NOX;105,308;µg NO2/m3;
ES1372A;2004;;Nitrogen monoxide (air);NO;29,502;µg/m3;
FR23174;2012;;Nitrogen monoxide (air);NO;6,58;µg/m3;
ES1817A;2012;;Nitrogen monoxide (air);NO;32,763;µg/m3;
FR10023;2004;;Nitrogen oxides (air);NOX;57,427;µg NO2/m3;
FR03063;2004;;Nitrogen monoxide (air);NO;18,559;µg/m3;
ES1231A;2002;;Total suspended particulates (aerosol);SPM;66,064;µg/m3;
ES1419A;1997;;Carbon monoxide (air);CO;0,422;mg/m3;
ES0126A;2009;;Carbon monoxide (air);CO;0,335;mg/m3;
ES1496A;2000;;Total suspended particulates (aerosol);SPM;35,6;µg/m3;
FR09004;1999;;Carbon monoxide (air);CO;1,181;mg/m3;
FR25043;2012;;Nitrogen monoxide (air);NO;6,922;µg/m3;
ES1047A;2012;;Nitrogen oxides (air);NOX;57,326;µg NO2/m3;
PT03063;2001;;Carbon monoxide (air);CO;0,344;mg/m3;
ES1354A;2009;;Benzene (air);C6H6;0,204;µg/m3;
ES0971A;2006;;Nitrogen oxides (air);NOX;98,627;µg NO2/m3;
PT01028;2009;;Nitrogen oxides (air);NOX;92,48;µg NO2/m3;
ES0296A;2008;;Nitrogen monoxide (air);NO;0,93;µg/m3;
ES0197A;2008;;Nitrogen monoxide (air);NO;14,033;µg/m3;
ES1710A;2007;;Nitrogen monoxide (air);NO;9,418;µg/m3;
ES1564A;2011;;Carbon monoxide (air);CO;0,354;mg/m3;
ES1886A;2012;;Carbon monoxide (air);CO;0,082;mg/m3;
ES0356A;2001;;Nitrogen oxides (air);NOX;76,305;µg NO2/m3;
ES0633A;2007;;Nitrogen oxides (air);NOX;39,967;µg NO2/m3;
ES1225A;2006;;Nitrogen oxides (air);NOX;41,209;µg NO2/m3;
ES1268A;2000;;Total suspended particulates (aerosol);SPM;58,96;µg/m3;
PT01048;2006;;Nitrogen monoxide (air);NO;0,378;µg/m3;
FR27003;2011;;Nitrogen monoxide (air);NO;8,346;µg/m3;
FR23140;2012;;Nitrogen oxides (air);NOX;79,61;µg NO2/m3;
ES1576A;2002;;Nitrogen oxides (air);NOX;24,953;µg NO2/m3;
ES1433A;2008;;Carbon monoxide (air);CO;0,254;mg/m3;
FR03068;2007;;Carbon monoxide (air);CO;0,441;mg/m3;
ES1630A;2009;;Nitrogen oxides (air);NOX;30,734;µg NO2/m3;
PT03072;2012;;Carbon monoxide (air);CO;0,343;mg/m3;
ES1370A;2009;;Carbon monoxide (air);CO;0,502;mg/m3;
FR05086;2011;;Nitrogen monoxide (air);NO;4,589;µg/m3;
ES1445A;2009;;Carbon monoxide (air);CO;0,208;mg/m3;
ES1135A;2004;;Nitrogen monoxide (air);NO;17,057;µg/m3;
FR30026;2004;;Carbon monoxide (air);CO;0,321;mg/m3;
FR19032;2004;;Nitrogen monoxide (air);NO;2,889;µg/m3;
ES1529A;2004;;Nitrogen monoxide (air);NO;6,977;µg/m3;
ES1256A;2007;;Nitrogen oxides (air);NOX;34,42;µg NO2/m3;
ES0353A;2003;;Nitrogen monoxide (air);NO;2,389;µg/m3;
ES0774A;2007;;Nitrogen monoxide (air);NO;3,105;µg/m3;
ES1816A;2010;;Carbon monoxide (air);CO;0,377;mg/m3;
ES1767A;2008;;Nitrogen monoxide (air);NO;3,478;µg/m3;
ES0692A;2012;;Nitrogen monoxide (air);NO;12,21;µg/m3;
ES1760A;2011;;Nitrogen monoxide (air);NO;2,845;µg/m3;
FR22054;2012;;Benzene (air);C6H6;0,61;µg/m3;
PT04006;2008;;Nitrogen oxides (air);NOX;8,82;µg NO2/m3;
ES1173A;2010;;Nitrogen monoxide (air);NO;1,056;µg/m3;
ES1866A;2007;;Nitrogen oxides (air);NOX;6,002;µg NO2/m3;
FR10009;2004;;Carbon monoxide (air);CO;0,169;mg/m3;
ES1627A;2010;;Toluene (air);C6H5-CH3;8,039;µg/m3;
PT01022;2003;;Nitrogen oxides (air);NOX;68,489;µg NO2/m3;
ES0074A;2010;;Nitrogen oxides (air);NOX;7,556;µg NO2/m3;
ES1269A;2010;;Benzene (air);C6H6;1,697;µg/m3;
ES1394A;1997;;Carbon monoxide (air);CO;1,903;mg/m3;
ES1804A;2008;;Nitrogen oxides (air);NOX;93,858;µg NO2/m3;
ES1365A;2008;;Carbon monoxide (air);CO;0,335;mg/m3;
PT03092;2003;;Nitrogen monoxide (air);NO;2,273;µg/m3;
ES1764A;2007;;Nitrogen monoxide (air);NO;15,804;µg/m3;
ES1632A;2005;;Nitrogen monoxide (air);NO;15,898;µg/m3;
ES1033A;2009;;Carbon monoxide (air);CO;0,186;mg/m3;
PT03073;2002;;Carbon monoxide (air);CO;0,587;mg/m3;
ES1499A;2010;;Nitrogen monoxide (air);NO;17,597;µg/m3;
ES1449A;2002;;Nitrogen oxides (air);NOX;42,743;µg NO2/m3;
FR20008;2008;;Carbon monoxide (air);CO;0,366;mg/m3;
ES1387A;2011;;Nitrogen monoxide (air);NO;3,421;µg/m3;
FR07011;2011;;Nitrogen monoxide (air);NO;23,534;µg/m3;
ES0125A;2012;;Nitrogen monoxide (air);NO;38,349;µg/m3;
ES1664A;2010;;Nitrogen monoxide (air);NO;7,442;µg/m3;
ES1565A;2008;;Methane (air);CH4;0,974;µg/m3;
PT03101;2012;;Nitrogen oxides (air);NOX;32,706;µg NO2/m3;
ES1279A;2001;;Nitrogen oxides (air);NOX;42,257;µg NO2/m3;
ES1799A;2010;;Nitrogen monoxide (air);NO;6,387;µg/m3;
ES1234A;2001;;Nitrogen oxides (air);NOX;16,817;µg NO2/m3;
PT03082;2009;;Nitrogen oxides (air);NOX;62,862;µg NO2/m3;
PT01026;2006;;Carbon monoxide (air);CO;0,528;mg/m3;
PT01042;2011;;Nitrogen monoxide (air);NO;6,873;µg/m3;
FR10012;2012;;Nitrogen monoxide (air);NO;4,413;µg/m3;
ES1378A;2009;;Nitrogen oxides (air);NOX;25,379;µg NO2/m3;
ES1357A;1997;;Total suspended particulates (aerosol);SPM;69,282;µg/m3;
ES1490A;2001;;Carbon monoxide (air);CO;0,758;mg/m3;
ES0805A;2005;;Nitrogen oxides (air);NOX;63,033;µg NO2/m3;
ES1689A;2012;;Nitrogen monoxide (air);NO;1,313;µg/m3;
ES1635A;2007;;Toluene (air);C6H5-CH3;5,856;µg/m3;
ES0971A;2004;;Nitrogen oxides (air);NOX;96,59;µg NO2/m3;
ES1172A;2006;;Carbon monoxide (air);CO;0,639;mg/m3;
